date,buy_volume,final_volume
09/02/2015,0,6518
10/02/2015,3000,7283
11/02/2015,0,5010
12/02/2015,10000,12912
13/02/2015,0,10288
14/02/2015,0,8721
15/02/2015,0,8062
16/02/2015,5000,11917
17/02/2015,0,11324
18/02/2015,5000,14139
19/02/2015,0,11779
20/02/2015,0,10079
21/02/2015,0,8672
22/02/2015,0,7733
23/02/2015,5000,10299
24/02/2015,0,8130
25/02/2015,5000,10866
26/02/2015,0,8732
27/02/2015,0,6567
28/02/2015,5000,9938
01/03/2015,0,9432
02/03/2015,0,6994
03/03/2015,5000,9809
04/03/2015,5000,12734
05/03/2015,0,10370
06/03/2015,0,8702
07/03/2015,5000,11955
08/03/2015,0,11619
09/03/2015,0,9796
10/03/2015,5000,12840
11/03/2015,0,10877
12/03/2015,5000,13623
13/03/2015,0,11689
14/03/2015,0,10556
15/03/2015,0,10110
16/03/2015,0,7979
17/03/2015,5000,10889
18/03/2015,0,9138
19/03/2015,5000,12523
20/03/2015,0,11069
21/03/2015,0,9708
22/03/2015,0,9116
23/03/2015,5000,11903
24/03/2015,0,10293
25/03/2015,5000,13414
26/03/2015,0,10884
27/03/2015,0,8339
28/03/2015,5000,11969
29/03/2015,0,11589
30/03/2015,0,9603
31/03/2015,4000,11729
01/04/2015,0,8629
02/04/2015,5000,12181
03/04/2015,0,11107
04/04/2015,5000,14786
05/04/2015,0,14264
06/04/2015,0,12198
07/04/2015,0,10301
08/04/2015,5000,13021
09/04/2015,0,11171
10/04/2015,0,9552
11/04/2015,5000,13395
12/04/2015,0,12788
13/04/2015,0,11040
14/04/2015,0,9168
15/04/2015,5000,11293
16/04/2015,0,9517
17/04/2015,5000,11954
18/04/2015,0,10848
19/04/2015,0,10425
20/04/2015,0,8304
21/04/2015,0,7599
22/04/2015,0,5563
23/04/2015,5000,8947
24/04/2015,5000,12019
25/04/2015,0,10820
26/04/2015,0,10348
27/04/2015,0,8391
28/04/2015,5000,10997
29/04/2015,0,8947
30/04/2015,5000,12109
01/05/2015,0,11489
02/05/2015,0,10145
03/05/2015,0,9767
04/05/2015,5000,12188
05/05/2015,3000,13476
06/05/2015,0,11539
07/05/2015,0,8672
08/05/2015,3000,9799
09/05/2015,5000,13262
10/05/2015,0,12764
11/05/2015,0,10592
12/05/2015,5000,13682
13/05/2015,0,12450
14/05/2015,0,10496
15/05/2015,5000,13416
16/05/2015,0,12085
17/05/2015,0,11624
18/05/2015,0,9732
19/05/2015,5000,12790
20/05/2015,0,10846
21/05/2015,0,9198
22/05/2015,3000,10639
23/05/2015,5000,14474
24/05/2015,0,14137
25/05/2015,0,12727
26/05/2015,0,10567
27/05/2015,4000,13127
28/05/2015,0,11582
29/05/2015,0,9785
30/05/2015,5000,13662
31/05/2015,0,13094
01/06/2015,0,10551
02/06/2015,0,8732
03/06/2015,5000,11652
04/06/2015,0,10894
05/06/2015,5000,13924
06/06/2015,0,12552
07/06/2015,0,12001
08/06/2015,0,9710
09/06/2015,0,7960
10/06/2015,5000,10938
11/06/2015,0,8388
12/06/2015,3000,9946
13/06/2015,0,8453
14/06/2015,0,7749
15/06/2015,7000,13375
16/06/2015,0,11086
17/06/2015,0,8816
18/06/2015,0,7724
